step,dataset,drift,model,acc,f1,precision,recall,ap
drift,NF-UNSW-NB15-v3.csv,clean,AE,0.903,0.6535714285714286,0.5228571428571429,0.8714285714285714,0.7733845073827385
drift,NF-UNSW-NB15-v3.csv,clean,LSTM,0.9975,0.9880668257756563,0.9904306220095693,0.9857142857142858,0.9941632579191992
drift,NF-UNSW-NB15-v3.csv,clean,DSFANet,0.9995,0.9976133651551312,1.0,0.9952380952380953,0.9957380952380952
drift,NF-UNSW-NB15-v3.csv,clean,Stacking,0.999,0.9952153110047847,1.0,0.9904761904761905,0.9999774317309862
drift,NF-UNSW-NB15-v3.csv,clean,XGBoostStacking,1.0,1.0,1.0,1.0,1.0
drift,NF-UNSW-NB15-v3.csv,label_shift,AE,0.8854961832061069,0.9242424242424242,0.9838709677419355,0.8714285714285714,0.994071082752931
drift,NF-UNSW-NB15-v3.csv,label_shift,LSTM,0.9885496183206107,0.9928057553956835,1.0,0.9857142857142858,0.9989654636896868
drift,NF-UNSW-NB15-v3.csv,label_shift,DSFANet,0.9961832061068703,0.9976133651551312,1.0,0.9952380952380953,0.999054889131225
drift,NF-UNSW-NB15-v3.csv,label_shift,Stacking,0.9923664122137404,0.9952153110047847,1.0,0.9904761904761905,1.0
drift,NF-UNSW-NB15-v3.csv,label_shift,XGBoostStacking,1.0,1.0,1.0,1.0,1.0
drift,NF-UNSW-NB15-v3.csv,corruption,AE,0.457,0.2769640479360852,0.1609907120743034,0.9904761904761905,0.5825898811681535
drift,NF-UNSW-NB15-v3.csv,corruption,LSTM,0.9155,0.707105719237435,0.555858310626703,0.9714285714285714,0.9605725043156039
drift,NF-UNSW-NB15-v3.csv,corruption,DSFANet,0.9895,0.951276102088167,0.9276018099547512,0.9761904761904762,0.9875627292590169
drift,NF-UNSW-NB15-v3.csv,corruption,Stacking,0.991,0.9577464788732394,0.9444444444444444,0.9714285714285714,0.9923884220916727
drift,NF-UNSW-NB15-v3.csv,corruption,XGBoostStacking,0.954,0.7386363636363636,0.9154929577464789,0.6190476190476191,0.6067337357478203
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,AE,0.3673,0.14649939295831646,0.08115378867134958,0.7520775623268698,0.1107972694577013
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,LSTM,0.9244,0.09569377990430622,0.3508771929824561,0.055401662049861494,0.0874154279929725
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,DSFANet,0.9224,0.032418952618453865,0.1625,0.018005540166204988,0.11165370867898518
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,Stacking,0.9222,0.020151133501259445,0.1111111111111111,0.0110803324099723,0.10916848584997213
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,XGBoostStacking,0.9281,0.057667103538663174,0.5365853658536586,0.030470914127423823,0.08635024660495912
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,AE,0.8,0.5,0.3424657534246575,0.9259259259259259,0.7904275222665799
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,LSTM,0.404,0.2198952879581152,0.12804878048780488,0.7777777777777778,0.79255312334259
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,DSFANet,0.356,0.20689655172413793,0.11931818181818182,0.7777777777777778,0.7997659987972284
