step,dataset,eval_case,model,phase,acc,f1,precision,recall,ap
best_ensemble,NF-CICIDS2018-v3.csv,base_NF_CICIDS2018_v3,Voting,before_retrain,0.9925910478123122,0.9705869292564682,0.9971229410476631,0.9454266880182091,0.9793629166398143
best_ensemble,NF-CICIDS2018-v3.csv,base_NF_CICIDS2018_v3,Stacking,before_retrain,0.9925522718019362,0.9705601172761206,0.9925942747815462,0.949482968428297,0.987584142531003
best_ensemble,NF-CICIDS2018-v3.csv,base_NF_CICIDS2018_v3,XGBoostStacking,before_retrain,0.9930399547016658,0.9724122914616136,0.9973524656426839,0.9486890140162751,0.9892005162884666
best_ensemble,NF-CICIDS2018-v3.csv,base_NF_CICIDS2018_v3,Voting,after_retrain,0.9909358590104262,0.9637521396237443,0.9978161399811047,0.9319371526449447,0.9689706973562543
best_ensemble,NF-CICIDS2018-v3.csv,base_NF_CICIDS2018_v3,Stacking,after_retrain,0.9926213726409396,0.970804807740537,0.993858186533923,0.9487966688518035,0.9882996041827379
best_ensemble,NF-CICIDS2018-v3.csv,base_NF_CICIDS2018_v3,XGBoostStacking,after_retrain,0.993056359936825,0.9725020794471869,0.9965020152749368,0.9496309938271487,0.9891621997095771
