step,dataset,model,acc,f1,precision,recall,ap
ablation,NF-CICIDS2018-v3.csv,DSFANet_full,0.9899733333333334,0.9601557739687923,0.9874400610287707,0.9343387470997679,0.9765392894589228
ablation,NF-CICIDS2018-v3.csv,DSFANet_s_only,0.98856,0.9547086148648649,0.9779916725247391,0.9325083784480537,0.9586251174885854
ablation,NF-CICIDS2018-v3.csv,DSFANet_t_only,0.8847433333333333,0.5473207389078721,0.5560343681004443,0.5388759989688064,0.6449089638424467
ablation,NF-CICIDS2018-v3.csv,DSFANet_no_attn,0.9909166666666667,0.9639201874826221,0.9908539075046955,0.9384119618458365,0.9796810914894979
