step,dataset,drift,model,acc,f1,precision,recall,ap
drift,NF-CICIDS2018-v3.csv,adv_fgsm,AE,0.30466666666666664,0.2670414617006325,0.1553556827473426,0.95,0.15526039579106612
drift,NF-CICIDS2018-v3.csv,adv_fgsm,LSTM,0.6043333333333333,0.054183266932270914,0.03976608187134503,0.085,0.12342670948926013
drift,NF-CICIDS2018-v3.csv,adv_fgsm,DSFANet,0.7826666666666666,0.0030581039755351682,0.003937007874015748,0.0025,0.08641522653857799
drift,NF-CICIDS2018-v3.csv,adv_fgsm,Stacking,0.7743333333333333,0.0029455081001472753,0.0035842293906810036,0.0025,0.08478453910507719
drift,NF-CICIDS2018-v3.csv,adv_fgsm,XGBoostStacking,0.7676666666666667,0.002861230329041488,0.0033444816053511705,0.0025,0.10205805015455609
drift,NF-CICIDS2018-v3.csv,adv_pgd,AE,0.30466666666666664,0.2670414617006325,0.1553556827473426,0.95,0.15532130565964591
drift,NF-CICIDS2018-v3.csv,adv_pgd,LSTM,0.6913333333333334,0.1180952380952381,0.09538461538461539,0.155,0.13060167462723915
drift,NF-CICIDS2018-v3.csv,adv_pgd,DSFANet,0.655,0.0,0.0,0.0,0.10226870292434992
drift,NF-CICIDS2018-v3.csv,adv_pgd,Stacking,0.6756666666666666,0.006128702757916241,0.0051813471502590676,0.0075,0.08025271278581746
drift,NF-CICIDS2018-v3.csv,adv_pgd,XGBoostStacking,0.7126666666666667,0.004618937644341801,0.004291845493562232,0.005,0.09619904824861834
drift,NF-CICIDS2018-v3.csv,adv_mimicry,AE,0.8466666666666667,0.04564315352697095,0.13414634146341464,0.0275,0.12829393764616706
drift,NF-CICIDS2018-v3.csv,adv_mimicry,LSTM,0.865,0.0,0.0,0.0,0.1319882701400174
drift,NF-CICIDS2018-v3.csv,adv_mimicry,DSFANet,0.865,0.0,0.0,0.0,0.13041744686186194
drift,NF-CICIDS2018-v3.csv,adv_mimicry,Stacking,0.8653333333333333,0.0,0.0,0.0,0.13372223255247406
drift,NF-CICIDS2018-v3.csv,adv_mimicry,XGBoostStacking,0.8656666666666667,0.0,0.0,0.0,0.13035912624925233
drift,NF-CICIDS2018-v3.csv,adv_gdkde,AE,0.538,0.3559479553903346,0.21860730593607305,0.9575,0.23060056643141094
drift,NF-CICIDS2018-v3.csv,adv_gdkde,LSTM,0.7573333333333333,0.07142857142857142,0.07291666666666667,0.07,0.11377900986735753
drift,NF-CICIDS2018-v3.csv,adv_gdkde,DSFANet,0.6786666666666666,0.00823045267489712,0.006993006993006993,0.01,0.11277382017413752
drift,NF-CICIDS2018-v3.csv,adv_gdkde,Stacking,0.724,0.004807692307692308,0.004629629629629629,0.005,0.09322442682203648
drift,NF-CICIDS2018-v3.csv,adv_gdkde,XGBoostStacking,0.7423333333333333,0.005148005148005148,0.005305039787798408,0.005,0.1440332645175242
