step,dataset,ood_dataset,model,phase,acc,f1,precision,recall,ap
transfer_ensemble_compare,NF-UNSW-NB15-v3.csv,NF-BoT-IoT-v3.csv,Voting,retrain_models,0.06166666666666667,0.1117071631429473,1.0,0.05915775401069519,0.9981283959226359
transfer_ensemble_compare,NF-UNSW-NB15-v3.csv,NF-BoT-IoT-v3.csv,Stacking,retrain_models,0.09766666666666667,0.17444342787435194,0.9965156794425087,0.09558823529411764,0.9981820342630832
transfer_ensemble_compare,NF-UNSW-NB15-v3.csv,NF-BoT-IoT-v3.csv,XGBoostStacking,retrain_models,0.015333333333333332,0.025082508250825083,1.0,0.01270053475935829,0.9943498417329228
transfer_ensemble_compare,NF-UNSW-NB15-v3.csv,NF-BoT-IoT-v3.csv,Voting,transfer_retrain_models,0.8803333333333333,0.9362457822766826,0.9988632057597575,0.8810160427807486,0.9996094462216912
transfer_ensemble_compare,NF-UNSW-NB15-v3.csv,NF-BoT-IoT-v3.csv,Stacking,transfer_retrain_models,0.8803333333333333,0.9362457822766826,0.9988632057597575,0.8810160427807486,0.999500381666023
transfer_ensemble_compare,NF-UNSW-NB15-v3.csv,NF-BoT-IoT-v3.csv,XGBoostStacking,transfer_retrain_models,0.334,0.499498997995992,0.997,0.33322192513368987,0.9960666440096451
