step,dataset,drift_case,ood_dataset,model,selection_metric,budget_ratio,id_ratio,before_acc,after_acc,acc_gain,before_ap,after_ap,ap_gain
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,gd,0.2,0.7,0.506,0.9316666666666666,0.42566666666666664,0.11411411411411411,0.2924344557669074,0.1783203416527933
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,gd,0.2,0.9,0.506,0.9316666666666666,0.42566666666666664,0.11411411411411411,0.2912024312070526,0.17708831709293849
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,gd,0.3,0.1,0.506,0.932,0.42600000000000005,0.11411411411411411,0.2984077396065828,0.1842936254924687
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,gd,0.3,0.3,0.506,0.932,0.42600000000000005,0.11411411411411411,0.2974269406950408,0.18331282658092668
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,gd,0.3,0.5,0.506,0.932,0.42600000000000005,0.11411411411411411,0.2966712066159444,0.18255709250183033
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,gd,0.3,0.7,0.506,0.932,0.42600000000000005,0.11411411411411411,0.2966808009108229,0.1825666867967088
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,gd,0.3,0.9,0.506,0.932,0.42600000000000005,0.11411411411411411,0.29552685322695554,0.18141273911284145
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.05,0.1,0.506,0.932,0.42600000000000005,0.11411411411411411,0.31322379063439576,0.19910967652028166
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.05,0.3,0.506,0.9333333333333333,0.42733333333333334,0.11411411411411411,0.31243464229694656,0.19832052818283247
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.05,0.5,0.506,0.9313333333333333,0.42533333333333334,0.11411411411411411,0.3140168757532572,0.1999027616391431
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.05,0.7,0.506,0.9323333333333333,0.42633333333333334,0.11411411411411411,0.312421371330515,0.1983072572164009
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.05,0.9,0.506,0.932,0.42600000000000005,0.11411411411411411,0.31250990979277393,0.19839579567865984
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.1,0.1,0.506,0.934,0.42800000000000005,0.11411411411411411,0.32036448156602165,0.20625036745190756
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.1,0.3,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.3203045123679862,0.2061903982538721
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.1,0.5,0.506,0.934,0.42800000000000005,0.11411411411411411,0.31934157871535135,0.20522746460123725
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.1,0.7,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.31908588675093885,0.20497177263682476
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.1,0.9,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.3188037948688597,0.20468968075474558
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.2,0.1,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.3204569172593325,0.2063428031452184
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.2,0.3,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.32070854074472377,0.20659442663060967
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.2,0.5,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.31919525479966837,0.20508114068555428
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.2,0.7,0.506,0.934,0.42800000000000005,0.11411411411411411,0.32044695501593884,0.20633284090182474
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.2,0.9,0.506,0.934,0.42800000000000005,0.11411411411411411,0.3191563582596726,0.2050422441455585
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.3,0.1,0.506,0.934,0.42800000000000005,0.11411411411411411,0.3215700034937825,0.2074558893796684
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.3,0.3,0.506,0.934,0.42800000000000005,0.11411411411411411,0.3217059134158672,0.2075917993017531
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.3,0.5,0.506,0.934,0.42800000000000005,0.11411411411411411,0.3214310305197618,0.2073169164056477
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.3,0.7,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.3212843530784665,0.20717023896435238
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_rank,0.3,0.9,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.32152863295108985,0.20741451883697576
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.05,0.1,0.506,0.934,0.42800000000000005,0.11411411411411411,0.3224790070455029,0.20836489293138882
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.05,0.3,0.506,0.9346666666666666,0.42866666666666664,0.11411411411411411,0.3188413081075395,0.20472719399342543
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.05,0.5,0.506,0.933,0.42700000000000005,0.11411411411411411,0.3208957290073102,0.20678161489319613
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.05,0.7,0.506,0.934,0.42800000000000005,0.11411411411411411,0.3170616956401602,0.20294758152604608
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.05,0.9,0.506,0.9333333333333333,0.42733333333333334,0.11411411411411411,0.31800559790453325,0.20389148379041916
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.1,0.1,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.3186884072347623,0.20457429312064823
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.1,0.3,0.506,0.934,0.42800000000000005,0.11411411411411411,0.31746114720305746,0.20334703308894336
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.1,0.5,0.506,0.934,0.42800000000000005,0.11411411411411411,0.31685628138240196,0.20274216726828787
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.1,0.7,0.506,0.934,0.42800000000000005,0.11411411411411411,0.31676342486491943,0.20264931075080533
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.1,0.9,0.506,0.934,0.42800000000000005,0.11411411411411411,0.31537250723966515,0.20125839312555105
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.2,0.1,0.506,0.933,0.42700000000000005,0.11411411411411411,0.318087409107824,0.20397329499370992
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.2,0.3,0.506,0.9326666666666666,0.42666666666666664,0.11411411411411411,0.32290768486451316,0.20879357075039906
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.2,0.5,0.506,0.9333333333333333,0.42733333333333334,0.11411411411411411,0.3175390789634096,0.2034249648492955
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.2,0.7,0.506,0.9333333333333333,0.42733333333333334,0.11411411411411411,0.31928415390207,0.2051700397879559
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.2,0.9,0.506,0.9333333333333333,0.42733333333333334,0.11411411411411411,0.31855792453863546,0.20444381042452137
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.3,0.1,0.506,0.9343333333333333,0.42833333333333334,0.11411411411411411,0.3154969067357597,0.2013827926216456
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.3,0.3,0.506,0.935,0.42900000000000005,0.11411411411411411,0.31416896639157393,0.20005485227745984
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.3,0.5,0.506,0.935,0.42900000000000005,0.11411411411411411,0.31385912092280494,0.19974500680869084
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.3,0.7,0.506,0.9346666666666666,0.42866666666666664,0.11411411411411411,0.3127807645398126,0.19866665042569848
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_p_value,0.3,0.9,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.3209472556714966,0.20683314155738253
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_hybrid,0.05,0.1,0.506,0.9326666666666666,0.42666666666666664,0.11411411411411411,0.30431265270975266,0.19019853859563857
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_hybrid,0.05,0.3,0.506,0.9326666666666666,0.42666666666666664,0.11411411411411411,0.30353270492793705,0.18941859081382295
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_hybrid,0.05,0.5,0.506,0.9326666666666666,0.42666666666666664,0.11411411411411411,0.30346956453042073,0.18935545041630664
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_hybrid,0.05,0.7,0.506,0.9323333333333333,0.42633333333333334,0.11411411411411411,0.30306355314760497,0.18894943903349087
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_hybrid,0.05,0.9,0.506,0.9333333333333333,0.42733333333333334,0.11411411411411411,0.3014791234584963,0.18736500934438222
retrain,NF-UNSW-NB15-v3.csv,adv_pgd,NF-BoT-IoT-v3.csv,AE,ensemble_hybrid,0.1,0.1,0.506,0.9336666666666666,0.42766666666666664,0.11411411411411411,0.315276608617756,0.20116249450364193
