step,dataset,model,acc,f1,precision,recall,ap
ablation,NF-UNSW-NB15-v3.csv,DSFANet_full,0.9998097593455721,0.9982395743682028,0.9973421926910299,0.999138572379498,0.9999058108727172
ablation,NF-UNSW-NB15-v3.csv,DSFANet_s_only,0.9998224420558673,0.9983554563608599,0.9983554563608599,0.9983554563608599,0.9998543012386943
ablation,NF-UNSW-NB15-v3.csv,DSFANet_t_only,0.9683312723929104,0.6571781611825546,0.7906182899300777,0.5622773013821998,0.7264390120264214
ablation,NF-UNSW-NB15-v3.csv,DSFANet_no_attn,0.999839352336261,0.9985117299181452,0.9987464253535472,0.9982771447589961,0.9999625086404338
