step,dataset,drift,model,acc,f1,precision,recall,ap
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,DSFANet,0.501,0.1361800346220427,0.07487309644670051,0.7515923566878981,0.05252805322852709
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,Stacking,0.51,0.13427561837455831,0.07397793640493186,0.7261146496815286,0.7169154958704861
drift,NF-UNSW-NB15-v3.csv,adv_fgsm,XGBoostStacking,0.877,0.13986013986013987,0.11029411764705882,0.1910828025477707,0.07858770705077364
drift,NF-UNSW-NB15-v3.csv,adv_pgd,AE,0.5,0.1730981256890849,0.09474954737477369,1.0,0.0950938824954573
drift,NF-UNSW-NB15-v3.csv,adv_pgd,LSTM,0.495,0.12981045376220562,0.07133838383838384,0.7197452229299363,0.05934077726721807
drift,NF-UNSW-NB15-v3.csv,adv_pgd,DSFANet,0.49666666666666665,0.11071849234393404,0.06099935107073329,0.5987261146496815,0.042630798095219746
drift,NF-UNSW-NB15-v3.csv,adv_pgd,Stacking,0.533,0.1389059618930547,0.07687074829931972,0.7197452229299363,0.619886975559969
drift,NF-UNSW-NB15-v3.csv,adv_pgd,XGBoostStacking,0.626,0.017513134851138354,0.01015228426395939,0.06369426751592357,0.06140086110410248
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,AE,0.9346666666666666,0.0392156862745098,0.0851063829787234,0.025477707006369428,0.050203898969506736
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,LSTM,0.9476666666666667,0.0,0.0,0.0,0.055099226985138625
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,DSFANet,0.9476666666666667,0.0,0.0,0.0,0.05588397397256345
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,Stacking,0.9476666666666667,0.0,0.0,0.0,0.05247651669434644
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,XGBoostStacking,0.9476666666666667,0.0,0.0,0.0,0.052303306035790115
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,AE,0.5666666666666667,0.19454770755885997,0.10775566231983527,1.0,0.1708378672470076
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,LSTM,0.924,0.4977973568281938,0.38047138047138046,0.7197452229299363,0.7304520037814715
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,DSFANet,0.9233333333333333,0.4933920704845815,0.3771043771043771,0.7133757961783439,0.2935128134986137
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,Stacking,0.9376666666666666,0.5472154963680388,0.44140625,0.7197452229299363,0.8097019285284117
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,XGBoostStacking,0.975,0.740484429065744,0.8106060606060606,0.6815286624203821,0.7176911047219958
