step,dataset,drift,model,acc,f1,precision,recall,ap
drift,NF-UNSW-NB15-v3.csv,clean,AE,0.9383333333333334,0.7701863354037267,0.6739130434782609,0.8985507246376812,0.8015662296280708
drift,NF-UNSW-NB15-v3.csv,clean,LSTM,0.9916666666666667,0.9629629629629629,0.9848484848484849,0.9420289855072463,0.9841656231941637
drift,NF-UNSW-NB15-v3.csv,clean,DSFANet,0.9991666666666666,0.9963636363636363,1.0,0.9927536231884058,1.0
drift,NF-UNSW-NB15-v3.csv,clean,Stacking,0.9991666666666666,0.9963636363636363,1.0,0.9927536231884058,1.0
drift,NF-UNSW-NB15-v3.csv,clean,XGBoostStacking,1.0,1.0,1.0,1.0,1.0
drift,NF-UNSW-NB15-v3.csv,label_shift,AE,0.9069767441860465,0.9393939393939394,0.9841269841269841,0.8985507246376812,0.9880396462572762
drift,NF-UNSW-NB15-v3.csv,label_shift,LSTM,0.9534883720930233,0.9701492537313433,1.0,0.9420289855072463,0.9986542123854596
drift,NF-UNSW-NB15-v3.csv,label_shift,DSFANet,0.9941860465116279,0.9963636363636363,1.0,0.9927536231884058,1.0
drift,NF-UNSW-NB15-v3.csv,label_shift,Stacking,0.9941860465116279,0.9963636363636363,1.0,0.9927536231884058,1.0
drift,NF-UNSW-NB15-v3.csv,label_shift,XGBoostStacking,1.0,1.0,1.0,1.0,1.0
drift,NF-UNSW-NB15-v3.csv,corruption,AE,0.7258333333333333,0.43567753001715265,0.2853932584269663,0.9202898550724637,0.7554760765615334
drift,NF-UNSW-NB15-v3.csv,corruption,LSTM,0.9591666666666666,0.839344262295082,0.7664670658682635,0.927536231884058,0.952983672654124
drift,NF-UNSW-NB15-v3.csv,corruption,DSFANet,0.99,0.9571428571428572,0.9436619718309859,0.9710144927536232,0.9878340706184728
drift,NF-UNSW-NB15-v3.csv,corruption,Stacking,0.9941666666666666,0.9745454545454545,0.9781021897810219,0.9710144927536232,0.9866755901898335
drift,NF-UNSW-NB15-v3.csv,corruption,XGBoostStacking,0.9466666666666667,0.7987421383647799,0.7055555555555556,0.9202898550724637,0.6584822866344605
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,AE,0.8586666666666667,0.171875,0.12607449856733524,0.26993865030674846,0.11621744840450002
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,LSTM,0.4083333333333333,0.07744282744282745,0.04230550823395798,0.4570552147239264,0.04545277579360665
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,DSFANet,0.9345,0.07092198581560284,0.15463917525773196,0.046012269938650305,0.052082002120002635
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,Stacking,0.9343333333333333,0.06635071090047394,0.14583333333333334,0.04294478527607362,0.06650545058741147
drift,NF-UNSW-NB15-v3.csv,natural_NF_ToN_IoT_v3,XGBoostStacking,0.9408333333333333,0.26195426195426197,0.4064516129032258,0.19325153374233128,0.12238073091892604
