step,dataset,model,acc,f1,precision,recall,ap
ablation,NF-UNSW-NB15-v3.csv,DSFANet_full,0.9941666666666666,0.9739776951672863,1.0,0.9492753623188406,0.9934190538942291
ablation,NF-UNSW-NB15-v3.csv,DSFANet_s_only,0.9375,0.6268656716417911,1.0,0.45652173913043476,0.8954375500878414
ablation,NF-UNSW-NB15-v3.csv,DSFANet_t_only,0.885,0.0,0.0,0.0,0.15315350320672672
ablation,NF-UNSW-NB15-v3.csv,DSFANet_no_attn,0.9841666666666666,0.9260700389105059,1.0,0.8623188405797102,0.9911931951829651
