step,dataset,model,attack,selection_metric,budget_ratio,id_ratio,before_acc,after_acc,acc_gain
retrain,NF-ToN-IoT-v3.csv,LSTM,gdkde,ensemble_hybrid,0.1,0.25,0.7216666666666667,0.733,0.011333333333333306
retrain,NF-ToN-IoT-v3.csv,LSTM,gdkde,ensemble_hybrid,0.1,0.5,0.7216666666666667,0.7366666666666667,0.015000000000000013
retrain,NF-ToN-IoT-v3.csv,LSTM,gdkde,ensemble_hybrid,0.1,0.75,0.7216666666666667,0.7396666666666667,0.018000000000000016
retrain,NF-ToN-IoT-v3.csv,LSTM,gdkde,ensemble_hybrid,0.2,0.25,0.7216666666666667,0.748,0.02633333333333332
retrain,NF-ToN-IoT-v3.csv,LSTM,gdkde,ensemble_hybrid,0.2,0.5,0.7216666666666667,0.7536666666666667,0.03200000000000003
retrain,NF-ToN-IoT-v3.csv,LSTM,gdkde,ensemble_hybrid,0.2,0.75,0.7216666666666667,0.756,0.03433333333333333
retrain,NF-ToN-IoT-v3.csv,LSTM,gdkde,ensemble_hybrid,0.3,0.25,0.7216666666666667,0.7646666666666667,0.04300000000000004
retrain,NF-ToN-IoT-v3.csv,LSTM,gdkde,ensemble_hybrid,0.3,0.5,0.7216666666666667,0.7673333333333333,0.04566666666666663
retrain,NF-ToN-IoT-v3.csv,LSTM,gdkde,ensemble_hybrid,0.3,0.75,0.7216666666666667,0.7693333333333333,0.047666666666666635
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,random,0.1,0.25,0.17266666666666666,0.37633333333333335,0.2036666666666667
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,random,0.1,0.5,0.17266666666666666,0.3903333333333333,0.21766666666666665
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,random,0.1,0.75,0.17266666666666666,0.44066666666666665,0.268
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,random,0.2,0.25,0.17266666666666666,0.5186666666666667,0.3460000000000001
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,random,0.2,0.5,0.17266666666666666,0.5813333333333334,0.40866666666666673
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,random,0.2,0.75,0.17266666666666666,0.5936666666666667,0.42100000000000004
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,random,0.3,0.25,0.17266666666666666,0.6126666666666667,0.44000000000000006
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,random,0.3,0.5,0.17266666666666666,0.626,0.45333333333333337
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,random,0.3,0.75,0.17266666666666666,0.6316666666666667,0.4590000000000001
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,uncertainty,0.1,0.25,0.17266666666666666,0.4003333333333333,0.22766666666666666
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,uncertainty,0.1,0.5,0.17266666666666666,0.404,0.23133333333333336
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,uncertainty,0.1,0.75,0.17266666666666666,0.374,0.20133333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,uncertainty,0.2,0.25,0.17266666666666666,0.3923333333333333,0.21966666666666665
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,uncertainty,0.2,0.5,0.17266666666666666,0.394,0.22133333333333335
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,uncertainty,0.2,0.75,0.17266666666666666,0.37566666666666665,0.20299999999999999
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,uncertainty,0.3,0.25,0.17266666666666666,0.4493333333333333,0.2766666666666666
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,uncertainty,0.3,0.5,0.17266666666666666,0.48433333333333334,0.31166666666666665
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,uncertainty,0.3,0.75,0.17266666666666666,0.4856666666666667,0.31300000000000006
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,entropy,0.1,0.25,0.17266666666666666,0.38466666666666666,0.212
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,entropy,0.1,0.5,0.17266666666666666,0.375,0.20233333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,entropy,0.1,0.75,0.17266666666666666,0.366,0.19333333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,entropy,0.2,0.25,0.17266666666666666,0.3893333333333333,0.21666666666666665
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,entropy,0.2,0.5,0.17266666666666666,0.395,0.22233333333333336
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,entropy,0.2,0.75,0.17266666666666666,0.396,0.22333333333333336
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,entropy,0.3,0.25,0.17266666666666666,0.44433333333333336,0.2716666666666667
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,entropy,0.3,0.5,0.17266666666666666,0.44966666666666666,0.277
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,entropy,0.3,0.75,0.17266666666666666,0.42533333333333334,0.2526666666666667
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,gd,0.1,0.25,0.17266666666666666,0.508,0.33533333333333337
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,gd,0.1,0.5,0.17266666666666666,0.47533333333333333,0.30266666666666664
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,gd,0.1,0.75,0.17266666666666666,0.437,0.2643333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,gd,0.2,0.25,0.17266666666666666,0.499,0.32633333333333336
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,gd,0.2,0.5,0.17266666666666666,0.481,0.30833333333333335
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,gd,0.2,0.75,0.17266666666666666,0.43833333333333335,0.2656666666666667
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,gd,0.3,0.25,0.17266666666666666,0.5213333333333333,0.3486666666666667
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,gd,0.3,0.5,0.17266666666666666,0.544,0.3713333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,gd,0.3,0.75,0.17266666666666666,0.535,0.3623333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_rank,0.1,0.25,0.17266666666666666,0.38666666666666666,0.214
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_rank,0.1,0.5,0.17266666666666666,0.373,0.20033333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_rank,0.1,0.75,0.17266666666666666,0.37033333333333335,0.19766666666666668
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_rank,0.2,0.25,0.17266666666666666,0.385,0.21233333333333335
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_rank,0.2,0.5,0.17266666666666666,0.4176666666666667,0.24500000000000002
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_rank,0.2,0.75,0.17266666666666666,0.4073333333333333,0.23466666666666666
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_rank,0.3,0.25,0.17266666666666666,0.4553333333333333,0.2826666666666666
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_rank,0.3,0.5,0.17266666666666666,0.4826666666666667,0.31000000000000005
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_rank,0.3,0.75,0.17266666666666666,0.48133333333333334,0.30866666666666664
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_hybrid,0.1,0.25,0.17266666666666666,0.323,0.15033333333333335
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_hybrid,0.1,0.5,0.17266666666666666,0.3353333333333333,0.16266666666666665
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_hybrid,0.1,0.75,0.17266666666666666,0.303,0.13033333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_hybrid,0.2,0.25,0.17266666666666666,0.37966666666666665,0.207
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_hybrid,0.2,0.5,0.17266666666666666,0.38066666666666665,0.208
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_hybrid,0.2,0.75,0.17266666666666666,0.396,0.22333333333333336
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_hybrid,0.3,0.25,0.17266666666666666,0.449,0.2763333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_hybrid,0.3,0.5,0.17266666666666666,0.489,0.31633333333333336
retrain,NF-ToN-IoT-v3.csv,DSFANet,pgd,ensemble_hybrid,0.3,0.75,0.17266666666666666,0.488,0.31533333333333335
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,random,0.1,0.25,0.3486666666666667,0.49466666666666664,0.14599999999999996
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,random,0.1,0.5,0.3486666666666667,0.487,0.1383333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,random,0.1,0.75,0.3486666666666667,0.508,0.15933333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,random,0.2,0.25,0.3486666666666667,0.5733333333333334,0.22466666666666668
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,random,0.2,0.5,0.3486666666666667,0.604,0.2553333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,random,0.2,0.75,0.3486666666666667,0.6156666666666667,0.267
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,random,0.3,0.25,0.3486666666666667,0.673,0.32433333333333336
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,random,0.3,0.5,0.3486666666666667,0.6883333333333334,0.3396666666666667
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,random,0.3,0.75,0.3486666666666667,0.6896666666666667,0.34099999999999997
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,uncertainty,0.1,0.25,0.3486666666666667,0.44633333333333336,0.09766666666666668
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,uncertainty,0.1,0.5,0.3486666666666667,0.444,0.09533333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,uncertainty,0.1,0.75,0.3486666666666667,0.4553333333333333,0.10666666666666663
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,uncertainty,0.2,0.25,0.3486666666666667,0.46366666666666667,0.11499999999999999
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,uncertainty,0.2,0.5,0.3486666666666667,0.4746666666666667,0.126
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,uncertainty,0.2,0.75,0.3486666666666667,0.455,0.10633333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,uncertainty,0.3,0.25,0.3486666666666667,0.473,0.1243333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,uncertainty,0.3,0.5,0.3486666666666667,0.4673333333333333,0.11866666666666664
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,uncertainty,0.3,0.75,0.3486666666666667,0.4756666666666667,0.127
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,entropy,0.1,0.25,0.3486666666666667,0.47433333333333333,0.12566666666666665
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,entropy,0.1,0.5,0.3486666666666667,0.451,0.10233333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,entropy,0.1,0.75,0.3486666666666667,0.44733333333333336,0.09866666666666668
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,entropy,0.2,0.25,0.3486666666666667,0.4643333333333333,0.11566666666666664
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,entropy,0.2,0.5,0.3486666666666667,0.45666666666666667,0.10799999999999998
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,entropy,0.2,0.75,0.3486666666666667,0.456,0.10733333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,entropy,0.3,0.25,0.3486666666666667,0.4673333333333333,0.11866666666666664
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,entropy,0.3,0.5,0.3486666666666667,0.474,0.1253333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,entropy,0.3,0.75,0.3486666666666667,0.4653333333333333,0.11666666666666664
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,gd,0.1,0.25,0.3486666666666667,0.597,0.2483333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,gd,0.1,0.5,0.3486666666666667,0.573,0.22433333333333327
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,gd,0.1,0.75,0.3486666666666667,0.579,0.23033333333333328
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,gd,0.2,0.25,0.3486666666666667,0.597,0.2483333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,gd,0.2,0.5,0.3486666666666667,0.643,0.29433333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,gd,0.2,0.75,0.3486666666666667,0.5986666666666667,0.25
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,gd,0.3,0.25,0.3486666666666667,0.6313333333333333,0.2826666666666666
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,gd,0.3,0.5,0.3486666666666667,0.638,0.28933333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,gd,0.3,0.75,0.3486666666666667,0.65,0.30133333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_rank,0.1,0.25,0.3486666666666667,0.476,0.1273333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_rank,0.1,0.5,0.3486666666666667,0.445,0.09633333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_rank,0.1,0.75,0.3486666666666667,0.449,0.10033333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_rank,0.2,0.25,0.3486666666666667,0.46066666666666667,0.11199999999999999
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_rank,0.2,0.5,0.3486666666666667,0.46,0.11133333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_rank,0.2,0.75,0.3486666666666667,0.4553333333333333,0.10666666666666663
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_rank,0.3,0.25,0.3486666666666667,0.471,0.1223333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_rank,0.3,0.5,0.3486666666666667,0.4756666666666667,0.127
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_rank,0.3,0.75,0.3486666666666667,0.4696666666666667,0.121
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_hybrid,0.1,0.25,0.3486666666666667,0.444,0.09533333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_hybrid,0.1,0.5,0.3486666666666667,0.446,0.09733333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_hybrid,0.1,0.75,0.3486666666666667,0.455,0.10633333333333334
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_hybrid,0.2,0.25,0.3486666666666667,0.4483333333333333,0.09966666666666663
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_hybrid,0.2,0.5,0.3486666666666667,0.45466666666666666,0.10599999999999998
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_hybrid,0.2,0.75,0.3486666666666667,0.4613333333333333,0.11266666666666664
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_hybrid,0.3,0.25,0.3486666666666667,0.5043333333333333,0.15566666666666662
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_hybrid,0.3,0.5,0.3486666666666667,0.506,0.15733333333333333
retrain,NF-ToN-IoT-v3.csv,DSFANet,gdkde,ensemble_hybrid,0.3,0.75,0.3486666666666667,0.51,0.16133333333333333
