step,dataset,model,acc,f1,precision,recall,ap
best_ensemble,NF-UNSW-NB15-v3.csv,Stacking_best,0.9998,0.9988399071925754,1.0,0.9976825028968713,1.0
best_ensemble,NF-UNSW-NB15-v3.csv,XGBoostStacking_best,0.99935,0.9962198313463216,1.0,0.992468134414832,0.993118134414832
