step,dataset,drift,model,acc,f1,precision,recall,ap
drift,NF-UNSW-NB15-v3.csv,adv_pgd,AE,0.6633333333333333,0.37267080745341613,0.23255813953488372,0.9375,0.6325991733902864
drift,NF-UNSW-NB15-v3.csv,adv_pgd,LSTM,0.27666666666666667,0.2109090909090909,0.11934156378600823,0.90625,0.9015934670027307
drift,NF-UNSW-NB15-v3.csv,adv_pgd,DSFANet,0.11333333333333333,0.17901234567901234,0.09931506849315068,0.90625,0.9138500201693165
drift,NF-UNSW-NB15-v3.csv,adv_pgd,Stacking,0.3333333333333333,0.2248062015503876,0.12831858407079647,0.90625,0.9003442730428797
drift,NF-UNSW-NB15-v3.csv,adv_pgd,XGBoostStacking,0.25,0.199288256227758,0.11244979919678715,0.875,0.11212365591397849
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,AE,0.8133333333333334,0.24324324324324326,0.21428571428571427,0.28125,0.2637760380493355
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,LSTM,0.9366666666666666,0.5777777777777777,1.0,0.40625,0.7688222197590555
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,DSFANet,0.8933333333333333,0.0,0.0,0.0,0.981737012987013
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,Stacking,0.8933333333333333,0.0,0.0,0.0,1.0
drift,NF-UNSW-NB15-v3.csv,adv_mimicry,XGBoostStacking,0.8933333333333333,0.0,0.0,0.0,0.9720833333333333
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,AE,0.8966666666666666,0.6593406593406593,0.5084745762711864,0.9375,0.7729554318126266
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,LSTM,0.7766666666666666,0.464,0.3118279569892473,0.90625,0.9205969616488489
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,DSFANet,0.78,0.46774193548387094,0.31521739130434784,0.90625,0.9313048067136646
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,Stacking,0.78,0.46774193548387094,0.31521739130434784,0.90625,0.9349292601656047
drift,NF-UNSW-NB15-v3.csv,adv_gdkde,XGBoostStacking,0.7733333333333333,0.4603174603174603,0.30851063829787234,0.90625,0.2954607818304627
